company,rating,text,date,city,contributor_id,reviews,sentiment_score,sentiment_label
Chegg,1,this is the most fraud company they dont pay last month salary,5 months ago,Delhi,107822985017797547434,1,-0.5855,negative
Chegg,5,One of the coolest office space to work in plus the company's management is cool and very supportive. Informal dress code is followed here.,a year ago,Delhi,108156818456297065138,29,0.5849,positive
Cadence Design Systems,4,"very nice, neat and clean atmosphere.
Cadence one, Team one, World one.
Thanks.",8 months ago,Delhi,114140227727660952122,175,0.8995,positive
Cadence Design Systems,4,Working here for 4+ years. Very good work life balance. People and management are friendly. Get to work on solving some interesting problems. Employees have been here for 25 years or more.,8 months ago,Delhi,110316043924451832127,1,0.8313,positive
Cadence Design Systems,5,The location is really very nice and the environment here is too lively.,2 years ago,Delhi,118065413958167638999,33,0.7408,positive
Cadence Design Systems,5,I have gone to attend Family Day...i like the place,9 months ago,Delhi,108750953699879189650,50,0.3612,positive
Cadence Design Systems,5,"Nicely maintained, good vibe office.",10 months ago,Delhi,105471246337451190618,52,0.7003,positive
Cadence Design Systems,5,"Core Company of Electrical
#GoogleForElectricalStudents
#TopCompaniesPeopleLikeToWorkIn
#AwesomeAmbience",5 years ago,Delhi,105532268599457976497,64,0.0,neutral
Cadence Design Systems,1,"Most pathetic company. The receptionist is so rude and arrogant. Doesn't even know how to speak to a person. Highly unprofessional behaviour.
Contacted them business association but thank god. Never work with these people.",a year ago,Delhi,106651859303118159984,1,-0.3732,negative
Cadence Design Systems,4,An awesome place to work in. Great work environment.,6 years ago,Delhi,117578913793290298094,7,0.8481,positive
SAP,5,"SAP Labs Gurgaon, Best place to work in India.
They provide healthy competitive work culture with great new niche learnings and skills.
From Free Food in offices to Pickup and Drop with so many additional benefits free fruits, cookies etc etc and not to forget evening snacks.",a year ago,Delhi,102260056644131079019,72,0.9671,positive
SAP,5,One of the best places to work for in India.  Great HR policies.,8 years ago,Delhi,102462013617823060928,78,0.8519,positive
SAP,5,Awesome company..... Treats employees like guests.... They provide everything with a high standards.... Everything is clean and hygine..... Work culture is friendly and supportive..... High recommended for your career growth..... Can learn a lot new things here.... And you should be ready for the challenges here which are interesting and can be enjoyed.,5 years ago,Delhi,102082219552918225708,28,0.9686,positive
SAP,4,"Great place to work, healthy environment superb co-workers. The campus is good but not very big, considering other companies like harley davidson etc are also in vicinity. Parking is dedicated for employees and visitors can either park on ground outside, if guards allow or park outside.",4 years ago,Delhi,106810679409072912009,112,0.9477,positive
SAP,4,Nice place to Work,7 years ago,Delhi,116629049318822261540,74,0.4215,positive
SAP,5,"Hey, this place is a dream for SAP CONSULTANT. You would dream to work over here. Decent location for the office, went for  an interview there. I loved watching people all over the place, roaming around, holding lappy. Have a nice cafeteria, smoking zone.",6 years ago,Delhi,104354586485491145921,40,0.8658,positive
SAP,5,Good working place!!,11 months ago,Delhi,115660365442300240437,15,0.5399,positive
SAP,5,Nice place to work.,3 years ago,Delhi,108186967474183810168,4,0.4215,positive
Salesforce,1,As the Salesforce is part of Divyashree it's security team is worst ever i have seen because I saw a delivery boy who was having all the permission to go inside to deliver the parcel and although he was talking politely rather than understanding the security team on the gate no.3 is laughing seeing each other and telling him don't go with your delivery bag or don't go with the bike some kind of time pass is going on and he walk into the Divyashree and delivered the parcel. Might be other teams are good but for security 0 i'll mark. Thank you,a week ago,Hyderabad,100170130190250921693,1,0.85,positive
Salesforce,5,"We are thrilled to work here! The environment is dynamic and inspiring, offering endless opportunities for growth and creativity. The team is supportive, and the projects are engaging. It’s a fantastic place to advance your career and achieve your goals.",5 months ago,Hyderabad,110837876272027863337,19,0.9705,positive
Salesforce,5,"Amazing office building, atmosphere, employee development, and experience are wonderful. Have also been recognized as a great place to work in India",a year ago,Hyderabad,111257995499910208115,10,0.9118,positive
Salesforce,5,"Great place to work! Amazing perks, value driven company with good, stable leadership. In most teams you would have talented colleagues to work with. One of the best things I like about the facilities is that the facilities are at par with offices in San Francisco and around the world.",5 years ago,Hyderabad,112843420778641311267,153,0.9769,positive
Salesforce,5,"Undoubtedly one of the best places to work at. Joined this place before covid and attended this particular office for two weeks. One of the coolest office I have been to, lots of employees friendly perks and privileges. Best part is the super yummy, delicious and wide variety of in house food for all employees at no cost along with a Barista.",4 years ago,Hyderabad,105075339965849158311,105,0.975,positive
Salesforce,5,One of the best company and workplace to work!!,2 years ago,Hyderabad,105033646357113775488,143,0.6988,positive
Salesforce,1,Worst company I have very bad experience with employes and their project,a month ago,Hyderabad,109390524591264434674,2,-0.8357,negative
Salesforce,5,Good workplace to go to and exciting team to work with,3 months ago,Hyderabad,117528338399047606641,89,0.7269,positive
EPAM Systems,5,"Advantages :
Nice company..
Best work culture..
Good hikes...
Employee friendly..
Good support from companies on growing and learning new technology..
The office is located in a good location..

Disadvantage:
1. Around zero or one out of one thousand employees will be selected for on site opportunity.
2. To go into higher designation through the support of Level up is horrible. We need to read a lot of things to move into higher designation.
3. The reference system is the Worst one. Because you referral very rarely consider, 1/10 referral and that one also irrelevant designation they will offer. And that one is also considered after a decade 😁😉",a year ago,Hyderabad,111074739088145298894,147,0.9403,positive
EPAM Systems,5,"Nice place to work. EPAM office is available in 10th, 11th and 12th Floors of that Salapuria Sattava building. Entry gate numbers are - 7, 8 and 9. They have added many new buildings and shops in recent years. Previously it was only having 1 building but now there are multiple buildings available. Many new shops like Hard Rock cafe, Haldiram, Monastery, Sattava Cafe etc are available.",a year ago,Hyderabad,111574014307399719661,25,0.5499,positive
EPAM Systems,4,"It's a good company if you compare it with legacy services companies like tcs , Wipro , infy etc . It has good clients to work with mostly big product based companies. It has a good health insurance policy . During the bench period they won't bother for up to 2 months . The only disadvantage is the leaves . Casual and sick combined are 12 per year which is very less compared to any other company. There would be plus and minus and sometimes it might not work for you . But overall it is a good company.",3 months ago,Hyderabad,115644377130665055793,46,0.8083,positive
EPAM Systems,5,Very good company to work for. Hybrid model is flexible (depending on the project). No micro management. Lot of scope to improve technical skills.,6 months ago,Hyderabad,105958035200003680242,19,0.6997,positive
EPAM Systems,1,"i got an interview call from the HR named Anupama. During the first interview, the interviewer was asking a completely different set of questions from my skillsets! They have no clue on the JD vs Skillsets required - It shows how disorganized the organization is.

After a week, I got a call from the HR again 'rearranging' the interview. The interviewer was asking meaning less questions on Supply Chain, Procurement etc. Why would you waste time asking some MBA/Academic questions to  mid senior level candidate ? I understand the basics are important but this was sheer waste of time. Is my experience important or some textbook knowledge?

I did a background on this organization. Most of the employees are from Russia, Ukraine, Georgia etc. They have a use and throw policy  - Once the project is over, you will be terminated. (Unstable career path)  And in the era when organizations are compelling employees to work from office, they are only offering remote, cheap work from home jobs.  I got rejected but I would not have taken the job anyways.

Please check with the Linkedin Epam employees - I have also read that they 'make' you write good reviews online while joining.",6 months ago,Hyderabad,107752200775937131505,2,-0.2851,negative
EPAM Systems,4,"Epam moved to this location (Salarpuriya Sattva). Its an awesome office place, use of natural lighting, eco friendly, very spacious, lots of breakout areas, meeting rooms, sensor conrolled lights and AC.",6 years ago,Hyderabad,111603442199656025226,108,0.8689,positive
EPAM Systems,1,"I worked here almost 2 years and I feel that karthik gandhi is one of the worst DM, he don't know how to talk with employee, he should have to learn all this. Epam please take it seriously.

Epam needs to tale care of all this type of DM.
Otherwise employee will not be a part of the best company.
By the way company policies are very very good, I feel that.",6 months ago,Hyderabad,103762006119896526839,2,0.8111,positive
EPAM Systems,5,Great Place Entry and Exit Little Curb Some for New Visitors but Great System and Guidance,a year ago,Hyderabad,116760059326887597402,294,0.8481,positive
Blue Yonder,5,"Nice office environment, desk setup. Free lunch, Snacks for all employees.",4 months ago,Hyderabad,100349971113503567596,108,0.7269,positive
Blue Yonder,5,Best product based company with awesome interior.,11 months ago,Hyderabad,102101485665946693214,5,0.8519,positive
Blue Yonder,5,"Good placce to work, Very knowledgeable persons around, Good ambience.",2 months ago,Hyderabad,115614900581417113590,9,0.7003,positive
Blue Yonder,1,Worst interview process and irresponsible HR team.,2 weeks ago,Hyderabad,116714656247244932930,2,-0.7906,negative
Blue Yonder,5,Wonderful place to work in Supply Chain domain. It is a product development company with great culture & I would strongly recommend people to consider this company when you get job offer. It depends if a person loves to join Supply Chain domain & has passion to learn and develop the core knowledge in this area.,5 years ago,Hyderabad,117825664577353884998,23,0.9652,positive
Blue Yonder,4,Good work culture and focus on delivering result with innovative Supply Chain software solutions,5 years ago,Hyderabad,108058511233064194875,36,0.7579,positive
Blue Yonder,5,"Awesome company. One of the market leaders in the field of supply chain management. It is located in Meenakshi Tech Park. They have around 3000 employees (1500 in Hyderabad and other 1500 in Banglore). They usually prefer IITians or from top prestigious institutions. If not, they look at good work experience. It has also been voted as one of the best companies to work with. Especially for women, it is one of the best companies to work as they have lots of initiatives for them and they also take a lot of care.",6 years ago,Hyderabad,111013543862303635212,160,0.9657,positive
Blue Yonder,4,"The company is located at 9th, 10th and 11th floor in Meenakshi towers. The access to entry is only for the employees. Other visitors need to get an visitor card from the gate. On the 9th floor the reception is present. The cafeteria is located on 11th floor. The access is restricted to working employees only. Each and every associate has a spacious private working area. The employees are very friendly. The only negative point is the location of the building. Its situated far from the normal area where most of the facilities are easily available.",7 years ago,Hyderabad,113896326280229435240,30,-0.1045,negative
ServiceNow,4,"Recently, I had the opportunity to visit the ServiceNow office and building complex, thanks to a friend.

This place shatters all conventional images of a software company workspace. It boasts top-notch monitors, desks that adjust in height, exceptional chairs, and soundproof rooms designed for brainstorming, alongside versatile meeting spaces.

For relaxation and entertainment, there's a variety of options including a pool table, basketball, box cricket, PlayStation, ping pong, and much more. Adding to the allure is a dedicated room outfitted with massage chairs.

What's truly remarkable is the provision of complimentary food and beverages, making it a tempting spot just for the dining options. Additionally, the complex houses well-known food outlets like Karachi and Haldirams.

A central feature is a giant open-air screen with audience seating and a high-quality sound system, serving as a main attraction.

This environment undoubtedly plays a significant role in boosting productivity.",10 months ago,Hyderabad,115410941512684174557,523,0.9884,positive
ServiceNow,5,It is a great workplace that is very well decorated in the heart of Hyderabad. I liked the micro kitchens that were filled with drinks and snacks. The cafeteria on the 2nd floor is huge and provides great food. There are a lot of meeting rooms and spaces where you can have meetings and relax in between meetings.,11 months ago,Hyderabad,109519474099335494147,458,0.9558,positive
ServiceNow,5,"Such fun happening place.

It has beautiful pantry, resting area, playing area, cricket turf, gym, music room…

Great facilities. Highly recommend!!",a year ago,Hyderabad,114901196662531986268,280,0.9475,positive
ServiceNow,5,"An excellent workplace to work. Facilites, and ambience are also very good. Breakout areas, playing areas, cafeterias are well organised and designed.",2 years ago,Hyderabad,100001444211405105652,35,0.8687,positive
ServiceNow,5,"Excellent place to work, great colleagues, swanky office !",7 years ago,Hyderabad,111453421189013765410,299,0.8439,positive
ServiceNow,5,"It's my new office, situated at
Salarapuriva satva Argus building Knowledge city Raidurg Hyderabad.
Microsoft office also here
Love the office facilities provided here.
Food court, table tennis, other recreational facilities provided here",2 years ago,Hyderabad,106015377446157371343,146,0.6369,positive
ServiceNow,5,"Awesome Office, with ample space and facilities, lot of fun activities with good company culture",10 months ago,Hyderabad,117043782721775133470,39,0.8834,positive
ServiceNow,4,"Office is located in a good area; having other offices around it is easy to get interviews done on a lunch break.
The facilities are good; resting room, playing/recreation room and pantry are available all the time.
Pantry has juices, bananas, tea, coffee and all are available.
Many talented people work here.
If not from your work, you can learn from your colleagues.",a year ago,Hyderabad,113380269893421909030,370,0.9001,positive
Honeywell,4,Honeywell is a fortune 100 software-industrial company. It has got a great working culture.,5 years ago,Hyderabad,106882925586690259802,25,0.6249,positive
Honeywell,5,Good place for work. I nice work lofe balance,6 years ago,Hyderabad,115935118453701226823,116,0.6908,positive
Honeywell,5,"A great place to work ..a great importance to innovation.  I have never seen any other company who give so much importance to Health, Safety and Environment. Processes and policies are the backbone of this organization.",7 years ago,Hyderabad,102980259356335254716,4,0.9559,positive
Honeywell,4,"magnificent

111 years Old Company

I have been here For Attending and Interview...

Spacious parking Area.

Renewable resources lot of Solar Panels Around.",7 years ago,Hyderabad,113101536981291103821,220,0.5994,positive
Honeywell,5,"Very good office , had a track inside to walk with lots of trees around , canteen food is not that good , great labs and people are nice .",2 years ago,Hyderabad,117491154597282725546,24,0.7088,positive
Honeywell,5,"Best place to work. It is a Honeywell own campus. You have separate play grounds, cafetaria and walking strips etc.",7 years ago,Hyderabad,112339729861820301246,42,0.765,positive
Honeywell,5,"Nice company, friendly environment,
Opportunities will be provided for the enthusiastic people.
Cafeteria is also there, nice and hygiene food will be provided at reasonable prices.",6 years ago,Hyderabad,118267024848787114862,97,0.9274,positive
Honeywell,5,"It's a engineering development center owned by honeywell international. 4 storey building with open parking, bus stop available. Canteen services are available.",2 years ago,Hyderabad,116337807316929344437,12,-0.296,negative
ValueLabs,1,"Firstly I am having already a counter offer from other big company so the initial screening HR promised me more 1.5L than the counter offer and informed the office visit is hybrid like 3 days and transport facility until home is provided

On listening all this felt that ValueLabs is good choice and Technical Managerial were done successfully, only HR is left

HR round happend and HR is mentioning same salary as counter offer is provided because of budget crunches (negotiating even for 10 15K reductions), The shuttle transport is provided until office location's nearest metro, and also the Office Visit should be 5 days instead of hybrid which all these reasons are promised before. After listening all this felt very bad and felt as cheated.",a week ago,Hyderabad,103710084942782870675,4,0.6712,positive
ValueLabs,1,"Worst company ever don't waste your time and don't fall for fake promises.

Hiring process is very unprofessional and complicated.
HR told me to attend office for last round of interview but when I reach hyderabad they scheduled HR interview virtually and offered salary(3.6 fixed) less than my previous salary(3.75 fixed). Reason I have 5 months of gap. Literally waste of time and waste of money I spend because of this waste company. I already mentioned my expectation salary around 6 fixed after I asked atleast 5 fixed but they didn't even considered my experience and certifications on my skills.

Leads and heads of this company is worst than anyone as far I see.
Especially HR leads they will call you multiple times and negotiate salary. At any point of time your negotiation salary will be changed even before one day of joining and stop communications as well
I don't wanna mention about their names because I have values but in valuelabs no values with outdated equipments in lab 😂. consider almost every lead and head of department are like this.
I already seen negativity of company but I didn't expected those reviews are true. Now I understand",6 days ago,Hyderabad,113181160458763522199,23,0.8196,positive
ValueLabs,1,"The Hiring process is extremely poor. 👎

They make a rush in making you go through all the rounds but do not respond later. There is huge gap in their jd and what the interviewer asks in the interview. I was told I am not a good fit and the roles described later were completely different. Recruiting team needs to buckle up and have clarity on what kind of talent they actually need. It was huge waste of time-the whole hiring process took one month and I was ultimately rejected.",3 months ago,Hyderabad,118073092168111453317,1,-0.5283,negative
ValueLabs,1,"I had a deeply disappointing experience with Valuelabs. After clearing the initial interview round, I was encouraged by their team to take an early release from my current job, with the assurance that my selection was nearly certain, pending a few additional rounds. Trusting their confidence in me, I took the early release.

Following two rounds with their senior team, I was scheduled for a client interview, during which I was rejected with the feedback that I lacked experience and knowledge. This was shocking, as the feedback was inconsistent with my previous interviews, and it contradicted the confidence they initially showed in me.

After losing my job and being left in a precarious situation, the HR team scheduled me for another project. Once again, I cleared their internal technical rounds, only to be rejected by the client with similar feedback. This has left me feeling frustrated and misled.

If I truly lacked the skills or experience, it begs the question: why was I pushed to leave my previous job and subjected to multiple rounds, only to be rejected at the final stage? The entire process felt unprofessional and left me jobless due to their mismanagement.

Advice : Please ensure a more transparent and considerate hiring process. Candidates' careers and livelihoods are at stake, and the decisions made by your hiring team have real consequences. If a candidate is not a fit, it should be identified early in the process, and not after they've taken life-altering steps based on your advice.",5 months ago,Hyderabad,111746744726023295288,2,-0.2357,negative
ValueLabs,1,"Highly unprofessional. Lack of process - They will take multiple level of interviews and promise you the offer. But middle management can come in at anytime and decline offer, even at the last minute - as if they own the company. Stay away from this company. Advice to management: Define ""Value"" in ""Valuelabs""",3 months ago,Hyderabad,110111415469195038506,3,-0.3476,negative
ValueLabs,1,"Don't have chance to give rating,, worest interview process experience ever, before interview and after interview they changed the process work..🙏🙏",3 months ago,Hyderabad,114483777244245010521,1,-0.1877,negative
ValueLabs,1,I had an interview at this company. I had two rounds of interview and a sourcing screening test.I went for the interview in the morning at 10am and left at 6pm in the evening.It has been almost two weeks and i didnt get any feedback.I dont think they value the candidates time effort they put in for these interviews.,7 months ago,Hyderabad,107832198184337526555,1,-0.2584,negative
ValueLabs,1,Really worst experience actually the interview should begin at 10:30 AM.But they make me to wait for 2 hours after that I had my first round and then its almost 1 pm and HR told me to take food coupon from reception but they dint give any coupons it was so tiring.They really don't value the candidate time and effort.The name itself VALUELABS but they don't give any value to interview candidate,6 months ago,Hyderabad,113844436391587853374,2,-0.8243,negative
Cisco,5,We have taken 48 port manageable switch. 2 qty. With installation support. Thanks for good support and service,3 months ago,Hyderabad,115531156665034475833,3,0.8807,positive
Cisco,5,We bought Cisco firewall at best competitive price.,3 months ago,Hyderabad,102447590657349797333,1,0.7096,positive
Infor,4,"Building is modern and beautiful. Clean and sanitised. High security. Huge parking available. Plan in advance if visiting for the first time, because 4 parking floors underground, multiple lifts, multiple reception counters which requires time to enquire. Good ambience.",2 years ago,Hyderabad,113146786578953498410,83,0.9217,positive
Infor,4,"Great company to settle in for. As I have seen most of the employees here, are working since last 6-7 years. Although there are many employees who have been working here since last 10-15-20 years. It's a product based US MNC which has big names in its clientele. Hyderabad is the headquarter of India. Other set ups are in Pune, Mumbai, Bangalore, Ahmedabad. In company hike is pretty good as well as other benefits. Awesome work life balance and work culture. Too cool and understanding management. Employee friendliness is of top notch.",7 years ago,Hyderabad,115342572570119261723,34,0.9753,positive
Infor,5,Almost 2 years I'm working in Infor. Great workplace. Great team and management. Employee friendly. doesn't discriminate. Pay well. other benefits are also lucrative. A company where you can retire from for sure.,6 years ago,Hyderabad,116406388915544024343,6,0.9411,positive
Infor,5,"I have been working at Infor as intern. It's a amazing place to work here with lot of smart and competitive people around.
Learning and skill development is highly encouraged here. The company allows you the opportunity to work on products and initiatives that are broad, that exposes you to other technologies.",6 years ago,Hyderabad,117085064259781792446,9,0.9061,positive
Infor,4,"This is a kind of product based company as located in QCITY. Office 🏢 premises is good and well maintained. Salaries are good. Yes we can 🥫 try once here. Openings are rarely come , then only we can get opportunities over here",6 years ago,Hyderabad,108660780292142641526,135,0.9042,positive
Infor,1,"I have cleared all technical and HR rouns. But I have not received any update from HR. His name is Vindod/Srikanth. Very worst fellow. He is not given any update to me after completing my interview. I have been waiting for his update for the last 6 to 12 months. He should give the update on the status but it was not happened. I don't know, how the infor team is managing with such kind of HRs. with this i got a very bad opinion on this company. I request everyone please do not attend any intervies when this person is taking you interviews.",2 years ago,Hyderabad,103276064481681401165,4,-0.8787,negative
Infor,1,I was informed that I got selected after interview and no information on joining when asked for the update HR SWAPNA informed that there is no requirement after 2-3 months.,a year ago,Hyderabad,108100611035314170424,1,-0.5267,negative
Infor,5,Very Good place to learn and work.....THE BEST TIME AND THE BEST PEOPLE,5 years ago,Hyderabad,114230703672296595820,6,0.9332,positive
Meta,5,Good,2 years ago,Hyderabad,117468241287067711695,8,0.4404,positive
QBurst,5,"A great place to work. Keralite vibes in the office design. Talented, smart and skilled colleagues. Overall a good work culture.",a year ago,Kochi,116620174403567361013,27,0.9186,positive
QBurst,1,"I have attend an interview with QBurst Kochi location. The interview has two rounds. After the first round they will arrange a second round. With all respect , This time a lady interviewer came to take the interview. She asks many questions and  give a machine test . I did all the works she asked. I  hope the selection process will successfully over and I except a call from the company. Unfortunately, I got a mail in the evening explains that "" you are not selected "". I don't know why they are keeping such an irresponsible and rude approach in their interviews. I will be spending two days for this interview. Some of my friends have same opinion about this company.",3 years ago,Kochi,115372494707105332303,1,0.6124,positive
QBurst,5,A great place which offer a peaceful and zero stress working environment to explore career. Colleagues are super supportive and talented. Great work culture and lot of events. I am 100% happy for being a QBurstian.,4 years ago,Kochi,100368301368359198147,102,0.9709,positive
QBurst,5,One of the best IT company.,3 years ago,Kochi,100748488148515814722,269,0.6369,positive
QBurst,3,"Great for oncampus freshers and experienced professionals looking to settle down.

Offcampus freshers are paid lower 👎

Not much process oriented, has good work flexibility and good appraisal*

*Decided by manager not by any sort of work  analysis",7 years ago,Kochi,110795626567875909470,179,0.8779,positive
QBurst,5,Went for an interview there. All the interview procedures was very much comfortable.Special thanks to HR Merin Binny who scheduled and process everything in a nice manner.,2 years ago,Kochi,104124884578491278258,2,0.7152,positive
QBurst,4,One among the best companies in kerala. The hiring process include almost 5 steps. And you can crack it only if you are good at it. It is difficult for freshers.,4 years ago,Kochi,117456604960998267085,150,0.6808,positive
QBurst,5,"One of the best software company in Kerala.
Nice work environment with  good and talented colleagues.",3 years ago,Kochi,112467565904335315902,216,0.9217,positive
Speridian Technologies,1,"Worst company ever. There was no work-life balance, with long working hours causing stress and burnout. I joined as a fresher and waited 1.5 years for a project, only to be assigned as a 'shadow resource' - a title that was purely nominal, as I was only given simple, mundane tasks with no real responsibilities or learning opportunities. After such a long wait, I was finally allocated to a project, but the lack of hands-on experience and lack of opportunities made it difficult to deliver.Career is totally wasted by joining here.",a month ago,Kochi,101153185479461656826,1,-0.9365,negative
Speridian Technologies,1,"I got placed in Speridian Technologies through campus placement as a position of Trainee Associate and provided me the conditional offer letter. Whenever I was asking about the joining date HR told me that they will hire me soon. They kept me waiting so long, by giving me hope that they will surely hire me. But, at last they didn't hired me.

Never Trust on SPERIDIAN TECHNOLOGIES.",5 months ago,Kochi,105180944884440046632,2,0.0461,positive
Speridian Technologies,5,"Excellent office atmosphere with great infrastructure 🙂
Employee friendly management and not too much work pressure.
Enough parking area for employees, also providing games room and pantry area without swiping out !!",5 years ago,Kochi,118194827528425634301,18,0.8856,positive
Speridian Technologies,1,Very bad experience from the staff. Insulting behaviour. Extremely rude towards the interview candidates,a year ago,Kochi,107976691354838445896,2,-0.883,negative
Speridian Technologies,1,"Company is really Dissatisfied

- Worst interview process for experienced candidates.",2 years ago,Kochi,110406973085267250832,13,-0.8059,negative
Speridian Technologies,1,Good company but Lack of good staff,a year ago,Kochi,115758960943725804878,39,0.431,positive
Speridian Technologies,1,Bad experience from staffs.,6 months ago,Kochi,113439736912021916004,1,-0.5423,negative
Speridian Technologies,3,Good for  freshers .,a year ago,Kochi,116896405634609818294,6,0.4404,positive
SAP,5,"""We have been using Webking Solutions' G Suite admin account management services, and their expertise has been exceptional. They are reliable, professional, and quick to resolve any issues. Highly recommend them as a Google Workspace Authorized Partner!""",a week ago,Kochi,115862488986874946132,1,0.7495,positive
SAP,5,"I recently switched to Webking Solutions for my email solutions, and I couldn't be happier! From the start, their team was incredibly professional and responsive, making the setup process seamless.
Customer support is outstanding! They’re available 24/7 and always provide quick, helpful solutions to any issues I’ve faced.
If you’re looking for a reliable and efficient email solution, I highly recommend Webking Solutions. It has truly transformed the way we communicate and manage our emails!
Thank you, Webking Solutions, for such a fantastic service!",4 months ago,Kochi,118106299588710943308,1,0.9849,positive
SAP,5,"I wanted to extend my sincere thanks for the swift and effective resolution of our recent email delivery issue. Your prompt and professional support was instrumental in addressing the problem and restoring our communication capabilities.

We truly appreciate your dedication and responsiveness in handling this matter. Your assistance has significantly contributed to minimizing our operational disruptions, and we are grateful for your help.",5 months ago,Kochi,116927603296597270710,1,0.9658,positive
SAP,5,"""Webking Solutions has been an absolute pleasure to work with! The team is incredibly supportive and always responds promptly to any queries. Their professionalism shines through in every interaction, making the entire process smooth and efficient.
Highly recommend their services!""",3 months ago,Kochi,109357254158172701219,2,0.9197,positive
SAP,5,Very professional team and outstanding service with quick turnaround support at any given point of time. A very reliable company. I would recommend Webking any time. Bhavesh specifically really leads the organisation to its best.,4 months ago,Kochi,107916161111881445795,7,0.9246,positive
SAP,5,"Thank you So much for your response.
Best service always.  Thanks ones again.",a week ago,Kochi,107448716200252716087,6,0.8625,positive
SAP,5,Excellent and professional service. Have in-depth subject knowledge and ever ready to support.,4 months ago,Kochi,104199302676436747694,5,0.836,positive
SAP,4,"Service: New Email ID Creation.
Provided cooperative and prompt service.

Thank you, Webking Solutions.",5 months ago,Kochi,103247564969400182222,2,0.6486,positive
Experion Technologies,5,"It has been over three years since I began working with Experion and since the day I joined Experion, I have been given the opportunity to further my professional development. It offers a fabulous work infrastructure and an excellent working atmosphere.",2 years ago,Kochi,100947034627194093903,42,0.872,positive
Experion Technologies,5,"Great place to work.
Good working environment.
Flat organisation. Best place for techies to get great exposure to latest technologies and businesses.
All very helpful and empathetic.
Lots of entertainment activities are happening here.",a year ago,Kochi,106417930315510660035,65,0.9755,positive
Experion Technologies,5,"Experion being a Product Engineering Services company, it is the pinnacle of product engineering with cutting edge technology integration and leveraging technology for Digital Transformation (DX). Dubbed the ""Infosys"" of Kerala, the team employs folk who are keen on learning and adapting to a digital first mindset, mitigating the customer's complex problems with being mindful of giving back to the community.

The organisation also believes in using recreation as a talent to bring innovation, which is seldom in today's day and age.

I suppose the fact that it is awarded Great place to work, Inc.5000 etc, stands as a testimony to what the founders and the organisation as a whole stand for.",a year ago,Kochi,107056885402767798380,43,0.9169,positive
Experion Technologies,5,Great place to work,a year ago,Kochi,106686886877707977781,20,0.6249,positive
Experion Technologies,5,"Great place to work with world-class infrastructure, facilities and open-minded co-workers/ senior management team.",2 years ago,Kochi,102536243035576546715,23,0.6249,positive
Experion Technologies,3,Good place for working. New technologies used. for starting a career it's good. Salary Curtting is too high compared to other companies.( Not my personal opinion),6 years ago,Kochi,116151551937678098611,27,0.7003,positive
Experion Technologies,5,Great place to work at. Product Engineering is the mantra.,3 months ago,Kochi,101253719362287846980,81,0.6249,positive
Experion Technologies,1,"No work life balance .
Poor pay scale .
Poor career growth opportunities .
Makes you feel insecure with their partiallty",2 years ago,Kochi,116065833896120240202,76,-0.7506,negative
KPIT Technologies,5,Best place to work and Employees friendly Work environment,a week ago,Kochi,116900252214302175492,253,0.8126,positive
KPIT Technologies,5,Very nice place to work at !,4 months ago,Kochi,117759725935216816606,565,0.5244,positive
KPIT Technologies,5,"Great Place to Work , lots of learning opportunities",6 months ago,Kochi,112076062077797231898,7,0.7717,positive
KPIT Technologies,5,Great place to work.,6 months ago,Kochi,110564330050103595279,86,0.6249,positive
KPIT Technologies,5,Good place to work,a year ago,Kochi,117982307769758113866,10,0.4404,positive
KPIT Technologies,4,It's lovely place to work,a year ago,Kochi,117007472273232408091,33,0.5859,positive
KPIT Technologies,4,Good Company but doing layoffs nowadays.,a year ago,Kochi,113344206891720933169,43,0.2382,positive
KPIT Technologies,5,Brilliant,2 months ago,Kochi,118193916629737915255,43,0.5859,positive
YES,4,Good Culture,a month ago,Kochi,102352237051368773504,1,0.4404,positive
YES,5,Good place to work,a month ago,Kochi,103313652086398237213,21,0.4404,positive
YES,4,Super cool company,8 months ago,Kochi,111854694357631298926,7,0.7351,positive
YES,5,Hey! This place is awesome...,6 years ago,Kochi,112510791997786778944,5,0.0,neutral
YES,5,Can't get any better!,6 years ago,Kochi,113579775589421259549,8,-0.4015,negative
YES,5,Happy to be part of Litmus7 ..,6 years ago,Kochi,117378716237673917426,12,0.5719,positive
TCS,5,It is so vastly spread in the area. The architecture is divine. The place is 10 mins walking from western express Highway metro station or gundavali metro station.,2 weeks ago,Mumbai,114898317634088900278,19,0.5574,positive
TCS,5,Place is good and it has good vibe...not too crowded hence its more nice...people are good they gel with each other pretty well.,6 months ago,Mumbai,108299233605531180632,26,0.9186,positive
TCS,5,Absolutely amazing place to work. Large green area amid urban City in Andheri. Very well connected with Western railway and Metro,8 months ago,Mumbai,108384190117907800588,28,0.7569,positive
TCS,5,"This a company Tata consultancy services private limited.

Am not worked here but am leave this company near.

And company is a very longest and security systems is very power full am not enter in gate on office but am looked this company daily after dinner walk .

I have some pictures company since night time
Upload you cam see ..

This company near red bus stop shivneri bus stop, there bus stop is too good here sitting system available here.

This company near JK residency distance 100M, there OYO room available .

Ok thanks",6 years ago,Mumbai,107868614066712089593,16,0.8517,positive
